canonicalName,domain,uiControl,simCasePath,simulationInputWrite,actualConsumer,consumerEvidence,evaluationKind,activation,primaryObservations,unitRule,samplingLocation,perturbationRule,shortPassCriterion,runnable,blockReason
cegr.directValveArea_m2,cegr,AdvancedCegrDirectAreaEditField,controls.cegr.directValveArea_m2,"SimulationInput.setVariable(routeA_egr_valve_area_direct)","SimulationInput.setVariable(routeA_egr_valve_area_direct); model variable routeA_egr_valve_area_direct; model users System_Control_Observability/FCU_BoP_Control/Direct EGR Area",write_target_referenced,physical_response,cegr.enabled=true and cegr.controlMode=2,cegr.valveAreaCommand; cegr.actualRatio,"input m^2; primary observation units declared in observation registry: cegr.valveAreaCommand, cegr.actualRatio","cEGR branch flow/valve observers between cathode exhaust split and compressor-inlet mixer",farthest legal scalar bound; arrays use shape-preserving in-range perturbation,SimulationInput read-back; referenced consumer; primary model observable changes; declared direction holds when applicable.,1,
cegr.directTargetRatio,cegr,AdvancedCegrDirectTargetEditField,controls.cegr.directTargetRatio,"SimulationInput.setVariable(routeA_target_egr_ratio_comp_in)","SimulationInput.setVariable(routeA_target_egr_ratio_comp_in); model variable routeA_target_egr_ratio_comp_in; model users System_Control_Observability/FCU_BoP_Control/Target EGR Ratio",write_target_referenced,physical_response,cegr.enabled=true and cegr.controlMode=2,cegr.actualRatio; cegr.massFlow,"input -; primary observation units declared in observation registry: cegr.actualRatio, cegr.massFlow","cEGR branch flow/valve observers between cathode exhaust split and compressor-inlet mixer",farthest legal scalar bound; arrays use shape-preserving in-range perturbation,SimulationInput read-back; referenced consumer; primary model observable changes; declared direction holds when applicable.,1,
device.thermal.coolantGeometry.channelWidth_cm,thermal,DeviceCoolantChannelWidthEditField,controls.devices.thermal.coolantGeometry.channelWidth_cm,"SimulationInput.setVariable(coolant_w_channels)","SimulationInput.setVariable(coolant_w_channels); model variable coolant_w_channels; model users Thermal_Management_BOP/Cooling System/Fuel Cell
Coolant Channels",write_target_referenced,physical_response,always active for this case,stack.temperature; stack.power,"input cm; primary observation units declared in observation registry: stack.temperature, stack.power","stack electrical/thermal observer",farthest legal scalar bound; arrays use shape-preserving in-range perturbation,SimulationInput read-back; referenced consumer; primary model observable changes; declared direction holds when applicable.,1,
device.thermal.coolantGeometry.numLayers,thermal,DeviceCoolantNumLayersEditField,controls.devices.thermal.coolantGeometry.numLayers,"SimulationInput.setVariable(coolant_num_layers)","SimulationInput.setVariable(coolant_num_layers); model variable coolant_num_layers; model users Thermal_Management_BOP/Cooling System/Fuel Cell
Coolant Channels",write_target_referenced,physical_response,always active for this case,stack.temperature; stack.power,"input -; primary observation units declared in observation registry: stack.temperature, stack.power","stack electrical/thermal observer",farthest legal scalar bound; arrays use shape-preserving in-range perturbation,SimulationInput read-back; referenced consumer; primary model observable changes; declared direction holds when applicable.,1,
device.thermal.coolantGeometry.numPasses,thermal,DeviceCoolantNumPassesEditField,controls.devices.thermal.coolantGeometry.numPasses,"SimulationInput.setVariable(coolant_num_passes)","SimulationInput.setVariable(coolant_num_passes); model variable coolant_num_passes; model users Thermal_Management_BOP/Cooling System/Fuel Cell
Coolant Channels",write_target_referenced,physical_response,always active for this case,stack.temperature; stack.power,"input -; primary observation units declared in observation registry: stack.temperature, stack.power","stack electrical/thermal observer",farthest legal scalar bound; arrays use shape-preserving in-range perturbation,SimulationInput read-back; referenced consumer; primary model observable changes; declared direction holds when applicable.,1,
device.thermal.coolantGeometry.tubeDiameter_m,thermal,DeviceCoolantTubeDEditField,controls.devices.thermal.coolantGeometry.tubeDiameter_m,"SimulationInput.setVariable(coolant_tube_D)","SimulationInput.setVariable(coolant_tube_D); model variable coolant_tube_D; model users Thermal_Management_BOP/Cooling System/Flow Resistance (TL); Thermal_Management_BOP/Cooling System/Pump",write_target_referenced,physical_response,always active for this case,stack.temperature; stack.power,"input m; primary observation units declared in observation registry: stack.temperature, stack.power","stack electrical/thermal observer",farthest legal scalar bound; arrays use shape-preserving in-range perturbation,SimulationInput read-back; referenced consumer; primary model observable changes; declared direction holds when applicable.,1,
device.thermal.radiatorCore.length_m,thermal,DeviceRadiatorLengthEditField,controls.devices.thermal.radiatorCore.length_m,"SimulationInput.setVariable(radiator_L)","SimulationInput.setVariable(radiator_L); model variable radiator_L; model users Thermal_Management_BOP/Cooling System/Radiator",write_target_referenced,physical_response,always active for this case,stack.temperature; stack.power,"input m; primary observation units declared in observation registry: stack.temperature, stack.power","stack electrical/thermal observer",farthest legal scalar bound; arrays use shape-preserving in-range perturbation,SimulationInput read-back; referenced consumer; primary model observable changes; declared direction holds when applicable.,1,
device.thermal.radiatorCore.width_m,thermal,DeviceRadiatorWidthEditField,controls.devices.thermal.radiatorCore.width_m,"SimulationInput.setVariable(radiator_W)","SimulationInput.setVariable(radiator_W); model variable radiator_W; model users Thermal_Management_BOP/Cooling System/Radiator",write_target_referenced,physical_response,always active for this case,stack.temperature; stack.power,"input m; primary observation units declared in observation registry: stack.temperature, stack.power","stack electrical/thermal observer",farthest legal scalar bound; arrays use shape-preserving in-range perturbation,SimulationInput read-back; referenced consumer; primary model observable changes; declared direction holds when applicable.,1,
device.thermal.radiatorCore.height_m,thermal,DeviceRadiatorHeightEditField,controls.devices.thermal.radiatorCore.height_m,"SimulationInput.setVariable(derived radiator air areas and tube equivalent length)","SimulationInput.setVariable(derived radiator air areas and tube equivalent length); model variable radiator_air_area_primary; model users Thermal_Management_BOP/Cooling System/Convective Heat
Transfer; Thermal_Management_BOP/Cooling System/Thermal Mass",write_target_referenced,physical_response,always active for this case,stack.temperature; stack.power,"input m; primary observation units declared in observation registry: stack.temperature, stack.power","stack electrical/thermal observer",farthest legal scalar bound; arrays use shape-preserving in-range perturbation,SimulationInput read-back; referenced consumer; primary model observable changes; declared direction holds when applicable.,1,
device.thermal.radiatorCore.tubeCount,thermal,DeviceRadiatorTubeCountEditField,controls.devices.thermal.radiatorCore.tubeCount,"SimulationInput.setVariable(radiator_N_tubes)","SimulationInput.setVariable(radiator_N_tubes); model variable radiator_N_tubes; model users Thermal_Management_BOP/Cooling System/Radiator",write_target_referenced,physical_response,always active for this case,stack.temperature; stack.power,"input -; primary observation units declared in observation registry: stack.temperature, stack.power","stack electrical/thermal observer",farthest legal scalar bound; arrays use shape-preserving in-range perturbation,SimulationInput read-back; referenced consumer; primary model observable changes; declared direction holds when applicable.,1,
device.thermal.radiatorCore.tubeHeight_m,thermal,DeviceRadiatorTubeHeightEditField,controls.devices.thermal.radiatorCore.tubeHeight_m,"SimulationInput.setVariable(radiator_tube_H)","SimulationInput.setVariable(radiator_tube_H); model variable radiator_tube_H; model users Thermal_Management_BOP/Cooling System/Radiator",write_target_referenced,physical_response,always active for this case,stack.temperature; stack.power,"input m; primary observation units declared in observation registry: stack.temperature, stack.power","stack electrical/thermal observer",farthest legal scalar bound; arrays use shape-preserving in-range perturbation,SimulationInput read-back; referenced consumer; primary model observable changes; declared direction holds when applicable.,1,
device.thermal.radiatorCore.finSpacing_m,thermal,DeviceRadiatorFinSpacingEditField,controls.devices.thermal.radiatorCore.finSpacing_m,"SimulationInput.setVariable(derived radiator air areas and tube equivalent length)","SimulationInput.setVariable(derived radiator air areas and tube equivalent length); model variable radiator_air_area_fins; model users Thermal_Management_BOP/Cooling System/Convective Heat
Transfer; Thermal_Management_BOP/Cooling System/Thermal Mass",write_target_referenced,physical_response,always active for this case,stack.temperature; stack.power,"input m; primary observation units declared in observation registry: stack.temperature, stack.power","stack electrical/thermal observer",farthest legal scalar bound; arrays use shape-preserving in-range perturbation,SimulationInput read-back; referenced consumer; primary model observable changes; declared direction holds when applicable.,1,
device.thermal.radiatorCore.finEfficiency,thermal,DeviceRadiatorFinEfficiencyEditField,controls.devices.thermal.radiatorCore.finEfficiency,"SimulationInput.setVariable(radiator_eta_fin)","SimulationInput.setVariable(radiator_eta_fin); model variable radiator_eta_fin; model users Thermal_Management_BOP/Cooling System/Convective Heat
Transfer",write_target_referenced,physical_response,always active for this case,stack.temperature; stack.power,"input -; primary observation units declared in observation registry: stack.temperature, stack.power","stack electrical/thermal observer",farthest legal scalar bound; arrays use shape-preserving in-range perturbation,SimulationInput read-back; referenced consumer; primary model observable changes; declared direction holds when applicable.,1,
device.thermal.radiatorCore.wallThickness_m,thermal,DeviceRadiatorWallThicknessEditField,controls.devices.thermal.radiatorCore.wallThickness_m,"SimulationInput.setVariable(radiator_t_wall)","SimulationInput.setVariable(radiator_t_wall); model variable radiator_t_wall; model users Thermal_Management_BOP/Cooling System/Thermal Mass",write_target_referenced,physical_response,always active for this case,stack.temperature; stack.power,"input m; primary observation units declared in observation registry: stack.temperature, stack.power","stack electrical/thermal observer",farthest legal scalar bound; arrays use shape-preserving in-range perturbation,SimulationInput read-back; referenced consumer; primary model observable changes; declared direction holds when applicable.,1,
device.thermal.radiatorCore.density_kg_m3,thermal,DeviceRadiatorDensityEditField,controls.devices.thermal.radiatorCore.density_kg_m3,"SimulationInput.setVariable(radiator_rho)","SimulationInput.setVariable(radiator_rho); model variable radiator_rho; model users Thermal_Management_BOP/Cooling System/Thermal Mass",write_target_referenced,physical_response,always active for this case,stack.temperature; stack.power,"input kg/m^3; primary observation units declared in observation registry: stack.temperature, stack.power","stack electrical/thermal observer",farthest legal scalar bound; arrays use shape-preserving in-range perturbation,SimulationInput read-back; referenced consumer; primary model observable changes; declared direction holds when applicable.,1,
device.thermal.radiatorCore.specificHeat_J_kgK,thermal,DeviceRadiatorSpecificHeatEditField,controls.devices.thermal.radiatorCore.specificHeat_J_kgK,"SimulationInput.setVariable(radiator_cp)","SimulationInput.setVariable(radiator_cp); model variable radiator_cp; model users Thermal_Management_BOP/Cooling System/Thermal Mass",write_target_referenced,physical_response,always active for this case,stack.temperature; stack.power,"input J/(kg*K); primary observation units declared in observation registry: stack.temperature, stack.power","stack electrical/thermal observer",farthest legal scalar bound; arrays use shape-preserving in-range perturbation,SimulationInput read-back; referenced consumer; primary model observable changes; declared direction holds when applicable.,1,
thermal.stackTemperatureSet_C,thermal,StackTemperatureEditField|SourceTemperatureEditField|AdvancedStackTemperatureEditField,controls.thermal.stackTemperatureSet_C,"routeA_command_profile.stack_temperature_set_C","routeA_command_profile.stack_temperature_set_C; model variable routeA_stack_temperature_set_C; model users System_Control_Observability/FCU_BoP_Control/RouteA_Command_Profile/Command_Profile_Input",write_target_referenced,physical_response,always active for this case,stack.temperature,"input degC; primary observation units declared in observation registry: stack.temperature","stack electrical/thermal observer",farthest legal scalar bound; arrays use shape-preserving in-range perturbation,SimulationInput read-back; referenced consumer; primary model observable changes; declared direction holds when applicable.,1,
solver.stopTime_s,solver,StopTimeEditField|AdvancedStopTimeEditField,solver.stopTime_s,"SimulationInput.setModelParameter(StopTime)","SimulationInput.setModelParameter(StopTime); reference state SimulationInput_model_parameter",SimulationInput_model_parameter,numerical_integrity,numerical configuration applied before sim(),stack.current; stack.voltage; cathode.outletPressure,"model parameter; physical checks A, V, and MPa","cathode exhaust outlet pressure observer (Pa; displayed MPa)",farthest legal scalar bound; arrays use shape-preserving in-range perturbation,SimulationInput model-parameter read-back; both simulations execute; declared physical checks remain within 5 percent.,1,
solver.solver,solver,AdvancedSolverDropDown,solver.solver,"SimulationInput.setModelParameter(Solver)","SimulationInput.setModelParameter(Solver); reference state SimulationInput_model_parameter",SimulationInput_model_parameter,numerical_integrity,numerical configuration applied before sim(),stack.current; stack.voltage; cathode.outletPressure,"model parameter; physical checks A, V, and MPa","cathode exhaust outlet pressure observer (Pa; displayed MPa)",explicit alternate legal categorical value,SimulationInput model-parameter read-back; both simulations execute; declared physical checks remain within 5 percent.,1,
solver.relTol,solver,AdvancedRelTolEditField,solver.relTol,"SimulationInput.setModelParameter(RelTol)","SimulationInput.setModelParameter(RelTol); reference state SimulationInput_model_parameter",SimulationInput_model_parameter,numerical_integrity,numerical configuration applied before sim(),stack.current; stack.voltage; cathode.outletPressure,"model parameter; physical checks A, V, and MPa","cathode exhaust outlet pressure observer (Pa; displayed MPa)",farthest legal scalar bound; arrays use shape-preserving in-range perturbation,SimulationInput model-parameter read-back; both simulations execute; declared physical checks remain within 5 percent.,1,
solver.absTol,solver,AdvancedAbsTolEditField,solver.absTol,"SimulationInput.setModelParameter(AbsTol)","SimulationInput.setModelParameter(AbsTol); reference state SimulationInput_model_parameter",SimulationInput_model_parameter,numerical_integrity,numerical configuration applied before sim(),stack.current; stack.voltage; cathode.outletPressure,"model parameter; physical checks A, V, and MPa","cathode exhaust outlet pressure observer (Pa; displayed MPa)",farthest legal scalar bound; arrays use shape-preserving in-range perturbation,SimulationInput model-parameter read-back; both simulations execute; declared physical checks remain within 5 percent.,1,
solver.maxStep_s,solver,AdvancedMaxStepEditField,solver.maxStep_s,"SimulationInput.setModelParameter(MaxStep)","SimulationInput.setModelParameter(MaxStep); reference state SimulationInput_model_parameter",SimulationInput_model_parameter,numerical_integrity,numerical configuration applied before sim(),stack.current; stack.voltage; cathode.outletPressure,"model parameter; physical checks A, V, and MPa","cathode exhaust outlet pressure observer (Pa; displayed MPa)",farthest legal scalar bound; arrays use shape-preserving in-range perturbation,SimulationInput model-parameter read-back; both simulations execute; declared physical checks remain within 5 percent.,1,
